winner,game_result,exec_time,num_turns
2.0,1.0,32.70481229,38.0
1.0,-1.0,45.47817802,37.0
2.0,1.0,49.9372859,46.0
1.0,-1.0,25.05081892,47.0
2.0,1.0,33.10488009,36.0
1.0,-1.0,46.61931443,41.0
2.0,1.0,36.3875556,34.0
2.0,1.0,40.87205505,34.0
2.0,1.0,47.0632672,46.0
2.0,1.0,40.11719918,38.0
2.0,1.0,35.02659369,30.0
1.0,-1.0,43.92778039,41.0
2.0,1.0,39.63018155,30.0
1.0,-1.0,33.82105613,37.0
2.0,1.0,39.5511539,34.0
